"","station_nm","agency_cd","site_no","dec_lat_va","dec_lon_va","hucCd","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"501","ROCKY BRANCH TRIB NEAR GAINESVILLE, VA","USGS-VA","USGS-01656645",38.7620603,-77.5822128,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656645","ROCKY BRANCH TRIB NEAR GAINESVILLE, VA","Stream",NA,"02070010",2.32,"sq mi",NA,NA,38.7620603,-77.5822128,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"502","BROAD RUN NEAR BRISTOW, VA","USGS-VA","USGS-01656650",38.749005,-77.5636014,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656650","BROAD RUN NEAR BRISTOW, VA","Stream",NA,"02070010",89.6,"sq mi",NA,NA,38.749005,-77.5636014,24000,"Unknown","Unknown","Interpolated from map","NAD83","185.00","feet","1","feet","Unknown","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"503","KETTLE RUN AT BRENTSVILLE, VA","USGS-VA","USGS-01656659",38.6995619,-77.5113774,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656659","KETTLE RUN AT BRENTSVILLE, VA","Stream",NA,"02070010",25.2,"sq mi",NA,NA,38.6995619,-77.5113774,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"504","BROAD RUN AT BRENTSVILLE, VA","USGS-VA","USGS-01656670",38.6923398,-77.4947103,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656670","BROAD RUN AT BRENTSVILLE, VA","Stream",NA,"02070010",137,"sq mi",NA,NA,38.6923398,-77.4947103,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"505","OCCOQUAN RIVER NEAR MANASSAS, VA","USGS-VA","USGS-01656700",38.7053946,-77.4458207,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656700","OCCOQUAN RIVER NEAR MANASSAS, VA","Stream",NA,"02070010",343,"sq mi",NA,NA,38.7053946,-77.4458207,24000,"Unknown","Unknown","Interpolated from map","NAD83","119.53","feet","1","feet","Unknown","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"506","BLACK BRANCH NEAR HAYMARKET, VA","USGS-VA","USGS-01656705",38.9128895,-77.6283255,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656705","BLACK BRANCH NEAR HAYMARKET, VA","Stream",NA,"02070010",2.81,"sq mi",NA,NA,38.9128895,-77.6283255,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"507","CHESTNUT LICK NEAR CATHARPIN, VA","USGS-VA","USGS-01656715",38.8881679,-77.5933249,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656715","CHESTNUT LICK NEAR CATHARPIN, VA","Stream",NA,"02070010",11.1,"sq mi",NA,NA,38.8881679,-77.5933249,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"508","BULL RUN NEAR CATHARPIN, VA","USGS-VA","USGS-01656725",38.8892789,-77.570269,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656725","BULL RUN NEAR CATHARPIN, VA","Stream",NA,"02070010",25.7,"sq mi",NA,NA,38.8892789,-77.570269,24000,"Unknown","Unknown","Interpolated from map","NAD83","237.78","feet","1","feet","Unknown","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"509","BULL RUN AT RT 659 NEAR CATHARPIN, VA","USGS-VA","USGS-01656735",38.84928,-77.5461018,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656735","BULL RUN AT RT 659 NEAR CATHARPIN, VA","Stream",NA,"02070010",36.7,"sq mi",NA,NA,38.84928,-77.5461018,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"510","LICK BRANCH AT CATHARPIN, VA","USGS-VA","USGS-01656743",38.8495578,-77.5730466,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656743","LICK BRANCH AT CATHARPIN, VA","Stream",NA,"02070010",3.04,"sq mi",NA,NA,38.8495578,-77.5730466,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"511","LITTLE BULL RUN NEAR BULL RUN, VA","USGS-VA","USGS-01656750",38.8423357,-77.5391572,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656750","LITTLE BULL RUN NEAR BULL RUN, VA","Stream",NA,"02070010",27.3,"sq mi",NA,NA,38.8423357,-77.5391572,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"512","FLAT BRANCH NEAR MANASSAS, VA","USGS-VA","USGS-01656768",38.7728929,-77.4988784,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656768","FLAT BRANCH NEAR MANASSAS, VA","Stream",NA,"02070010",1.02,"sq mi",NA,NA,38.7728929,-77.4988784,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"513","FLATLICK BRANCH AT CHANTILLY, VA","USGS-VA","USGS-01656900",38.8892786,-77.4197099,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656900","FLATLICK BRANCH AT CHANTILLY, VA","Stream",NA,"02070010",3.55,"sq mi",NA,NA,38.8892786,-77.4197099,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"514","FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA","USGS-VA","USGS-01656903",38.8823899,-77.4319047,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656903","FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA","Stream",NA,"02070010",4.2,"sq mi",NA,NA,38.8823899,-77.4319047,24000,".1","seconds","Interpolated from map","NAD83","256.8","feet",".1","feet","Interpolated from topographic map","NAVD88","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"515","FROG BRANCH ABOVE FLATLICK BRANCH AT CHANTILLY, VA","USGS-VA","USGS-0165690673",38.8811389,-77.4304722,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-0165690673","FROG BRANCH ABOVE FLATLICK BRANCH AT CHANTILLY, VA","Stream",NA,"02070010",0.99,"sq mi",NA,NA,38.8811389,-77.4304722,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","242.9","feet",".1","feet","Global Positioning System","NAVD88","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"516","ELKLICK RUN NEAR CHANTILLY, VA","USGS-VA","USGS-01656930",38.8712237,-77.4941567,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656930","ELKLICK RUN NEAR CHANTILLY, VA","Stream",NA,"02070010",10.8,"sq mi",NA,NA,38.8712237,-77.4941567,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"517","CUB RUN NEAR CENTREVILLE, VA","USGS-VA","USGS-01656940",38.833169,-77.4636,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656940","CUB RUN NEAR CENTREVILLE, VA","Stream",NA,"02070010",39.6,"sq mi",NA,NA,38.833169,-77.4636,24000,"Unknown","Unknown","Interpolated from map","NAD83","197.42","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"518","BIG ROCKY RUN AT STRINGFELLOW RD NR CHANTILLY, VA","USGS-VA","USGS-0165694286",38.8681667,-77.4077778,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-0165694286","BIG ROCKY RUN AT STRINGFELLOW RD NR CHANTILLY, VA","Stream",NA,"02070010",3.4,"sq mi",NA,NA,38.8681667,-77.4077778,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","297.8","feet",".1","feet","Global Positioning System","NAVD88","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"519","BIG ROCKY RUN NEAR CENTREVILLE, VA","USGS-VA","USGS-01656950",38.8365022,-77.4497108,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656950","BIG ROCKY RUN NEAR CENTREVILLE, VA","Stream",NA,"02070010",8.21,"sq mi",NA,NA,38.8365022,-77.4497108,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"520","CUB RUN NEAR BULL RUN, VA","USGS-VA","USGS-01656960",38.8212248,-77.4655445,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01656960","CUB RUN NEAR BULL RUN, VA","Stream",NA,"02070010",49.7,"sq mi",NA,NA,38.8212248,-77.4655445,24000,"Unknown","Unknown","Interpolated from map","NAD83","151.54","feet","1","feet","Unknown","NGVD29","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"521","BULL RUN NEAR MANASSAS, VA","USGS-VA","USGS-01657000",38.797892,-77.4574886,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657000","BULL RUN NEAR MANASSAS, VA","Stream",NA,"02070010",146,"sq mi",NA,NA,38.797892,-77.4574886,24000,"Unknown","Unknown","Interpolated from map","NAD83","138.76","feet","1","feet","Unknown","NGVD29","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"522","BULL RUN TRIB AT MANASSAS PARK, VA","USGS-VA","USGS-01657010",38.7973365,-77.4574886,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657010","BULL RUN TRIB AT MANASSAS PARK, VA","Stream",NA,"02070010",0.96,"sq mi",NA,NA,38.7973365,-77.4574886,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"523","LITTLE ROCKY RUN AT COMPTONS CORNER, VA","USGS-VA","USGS-01657230",38.8053917,-77.4358214,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657230","LITTLE ROCKY RUN AT COMPTONS CORNER, VA","Stream",NA,"02070010",6.23,"sq mi",NA,NA,38.8053917,-77.4358214,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"524","RUSSIA BRANCH TRIB AT MANASSAS, VA","USGS-VA","USGS-01657248",38.7631705,-77.442766,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657248","RUSSIA BRANCH TRIB AT MANASSAS, VA","Stream",NA,"02070010",0.12,"sq mi",NA,NA,38.7631705,-77.442766,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"525","JOHNNY MOORE CREEK NEAR CLIFTON, VA","USGS-VA","USGS-01657250",38.7965029,-77.409154,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657250","JOHNNY MOORE CREEK NEAR CLIFTON, VA","Stream",NA,"02070010",3.21,"sq mi",NA,NA,38.7965029,-77.409154,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"526","POPES HEAD CREEK NEAR FAIRFAX, VA","USGS-VA","USGS-01657300",38.8159466,-77.3374855,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657300","POPES HEAD CREEK NEAR FAIRFAX, VA","Stream",NA,"02070010",3.59,"sq mi",NA,NA,38.8159466,-77.3374855,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"527","POPES HEAD CREEK TRIB NEAR FAIRFAX STATION, VA","USGS-VA","USGS-01657322",38.798,-77.3496944,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657322","POPES HEAD CREEK TRIB NEAR FAIRFAX STATION, VA","Stream",NA,"02070010",0.95,"sq mi",NA,NA,38.798,-77.3496944,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","220.1","feet",".1","feet","Global Positioning System","NAVD88","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"528","CASTLE CREEK AT NEWMAN ROAD AT CLIFTON, VA","USGS-VA","USGS-01657394",38.78825,-77.3806667,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657394","CASTLE CREEK AT NEWMAN ROAD AT CLIFTON, VA","Stream",NA,"02070010",2.21,"sq mi",NA,NA,38.78825,-77.3806667,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","176.3","feet",".1","feet","Global Positioning System","NAVD88","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"529","POPES HEAD CREEK AT CLIFTON, VA","USGS-VA","USGS-01657400",38.7817809,-77.3880424,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657400","POPES HEAD CREEK AT CLIFTON, VA","Stream",NA,"02070010",17.2,"sq mi",NA,NA,38.7817809,-77.3880424,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"530","BULL RUN NEAR CLIFTON, VA","USGS-VA","USGS-01657415",38.7665036,-77.4141542,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657415","BULL RUN NEAR CLIFTON, VA","Stream",NA,"02070010",185,"sq mi",NA,NA,38.7665036,-77.4141542,24000,"Unknown","Unknown","Interpolated from map","NAD83","120.24","feet","1","feet","Unknown","NGVD29","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"531","BULL RUN AB OCCOQUAN RESERVOIR NEAR CLIFTON, VA","USGS-VA","USGS-0165741650",38.7503927,-77.3999872,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-0165741650","BULL RUN AB OCCOQUAN RESERVOIR NEAR CLIFTON, VA","Stream",NA,"02070010",190,"sq mi",NA,NA,38.7503927,-77.3999872,NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"532","SANDY RUN NEAR FAIRFAX STATION, VA","USGS-VA","USGS-01657600",38.74817,-77.3227633,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657600","SANDY RUN NEAR FAIRFAX STATION, VA","Stream",NA,"02070010",2.35,"sq mi",NA,NA,38.74817,-77.3227633,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"533","HOOES RUN NEAR OCCOQUAN, VA","USGS-VA","USGS-01657655",38.6801163,-77.2899837,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657655","HOOES RUN NEAR OCCOQUAN, VA","Stream",NA,"02070010",3.92,"sq mi",NA,NA,38.6801163,-77.2899837,24000,"Unknown","Unknown","Interpolated from map","NAD83","122.74","feet","1","feet","Unknown","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"534","GILES RUN NEAR WOODBRIDGE, VA","USGS-VA","USGS-01657800",38.6801161,-77.2263711,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657800","GILES RUN NEAR WOODBRIDGE, VA","Stream",NA,"02070010",4.52,"sq mi",NA,NA,38.6801161,-77.2263711,24000,"Unknown","Unknown","Interpolated from map","NAD83","21.68","feet","1","feet","Unknown","NGVD29","US",51,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"535","NEABSCO CR TRIB AB PR WM DR AT DALE CITY, VA","USGS-VA","USGS-01657865",38.6537283,-77.2963724,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657865","NEABSCO CR TRIB AB PR WM DR AT DALE CITY, VA","Stream",NA,"02070010",0.17,"sq mi",NA,NA,38.6537283,-77.2963724,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"536","NEABSCO CREEK TRIB TRIB1 AT DALE CITY, VA","USGS-VA","USGS-01657870",38.6520617,-77.2963723,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657870","NEABSCO CREEK TRIB TRIB1 AT DALE CITY, VA","Stream",NA,"02070010",0.14,"sq mi",NA,NA,38.6520617,-77.2963723,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"537","NEABSCO CREEK TRIB TRIB2 AT DALE CITY, VA","USGS-VA","USGS-01657875",38.6537283,-77.2944279,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657875","NEABSCO CREEK TRIB TRIB2 AT DALE CITY, VA","Stream",NA,"02070010",0.17,"sq mi",NA,NA,38.6537283,-77.2944279,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"538","NEABSCO CR TRIB BL PR WM PKY AT DALE CITY, VA","USGS-VA","USGS-01657882",38.6503951,-77.2933167,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657882","NEABSCO CR TRIB BL PR WM PKY AT DALE CITY, VA","Stream",NA,"02070010",0.53,"sq mi",NA,NA,38.6503951,-77.2933167,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"539","NEABSCO CR TRIB AT TELEGRAPH RD NR DALE CITY, VA","USGS-VA","USGS-01657885",38.6448396,-77.2872054,"02070010","USGS-VA","USGS Virginia Water Science Center","USGS-01657885","NEABSCO CR TRIB AT TELEGRAPH RD NR DALE CITY, VA","Stream",NA,"02070010",0.96,"sq mi",NA,NA,38.6448396,-77.2872054,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"540","QUANTICO CR AT BURMA RD NR INDEPENDENT HILL, VA","USGS-VA","USGS-01658450",38.6026194,-77.3688728,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658450","QUANTICO CR AT BURMA RD NR INDEPENDENT HILL, VA","Stream",NA,"02070011",4.71,"sq mi",NA,NA,38.6026194,-77.3688728,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"541","QUANTICO CREEK NEAR DUMFRIES, VA","USGS-VA","USGS-01658480",38.572898,-77.3472053,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658480","QUANTICO CREEK NEAR DUMFRIES, VA","Stream",NA,"02070011",6.89,"sq mi",NA,NA,38.572898,-77.3472053,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"542","S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA","USGS-VA","USGS-01658500",38.5873427,-77.4285958,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658500","S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA","Stream",NA,"02070011",7.62,"sq mi",NA,NA,38.5873427,-77.4285958,24000,"Unknown","Unknown","Interpolated from map","NAD83","237.83","feet",".15","feet",NA,"NAVD88","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"543","S F QUANTICO CREEK NEAR DUMFRIES, VA","USGS-VA","USGS-01658650",38.5717869,-77.348872,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658650","S F QUANTICO CREEK NEAR DUMFRIES, VA","Stream",NA,"02070011",16.7,"sq mi",NA,NA,38.5717869,-77.348872,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"544","LITTLE CREEK AT MOCKING BIRD RD AT TRIANGLE, VA","USGS-VA","USGS-01658698",38.5331767,-77.3216487,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658698","LITTLE CREEK AT MOCKING BIRD RD AT TRIANGLE, VA","Stream",NA,"02070011",2.06,"sq mi",NA,NA,38.5331767,-77.3216487,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","60","feet","1","feet","Interpolated from topographic map","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"545","LITTLE CREEK AT GEIGER ROAD AT QUANTICO, VA","USGS-VA","USGS-01658705",38.5281766,-77.2958149,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01658705","LITTLE CREEK AT GEIGER ROAD AT QUANTICO, VA","Stream",NA,"02070011",3.28,"sq mi",NA,NA,38.5281766,-77.2958149,24000,"1","seconds","Interpolated from map","NAD83","10","feet","1","feet","Interpolated from topographic map","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"546","N BRANCH CHOPAWAMSIC CR NR INDEPENDENT HILL, VA","USGS-VA","USGS-01659000",38.5651212,-77.4258175,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01659000","N BRANCH CHOPAWAMSIC CR NR INDEPENDENT HILL, VA","Stream",NA,"02070011",5.69,"sq mi",NA,NA,38.5651212,-77.4258175,24000,"Unknown","Unknown","Interpolated from map","NAD83","216.43","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"547","M BRANCH CHOPAWAMSIC CREEK NR GARRISONVILLE, VA","USGS-VA","USGS-01659500",38.5573437,-77.4252618,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01659500","M BRANCH CHOPAWAMSIC CREEK NR GARRISONVILLE, VA","Stream",NA,"02070011",4.46,"sq mi",NA,NA,38.5573437,-77.4252618,24000,"Unknown","Unknown","Interpolated from map","NAD83","192.97","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"548","S BRANCH CHOPAWAMSIC CREEK NR GARRISONVILLE, VA","USGS-VA","USGS-01660000",38.5395664,-77.4247059,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660000","S BRANCH CHOPAWAMSIC CREEK NR GARRISONVILLE, VA","Stream",NA,"02070011",2.46,"sq mi",NA,NA,38.5395664,-77.4247059,24000,"1","seconds","Interpolated from map","NAD83","207.01","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"549","CHOPAWAMSIC CREEK AT I-95 NEAR JOPLIN, VA","USGS-VA","USGS-01660110",38.5203999,-77.3708159,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660110","CHOPAWAMSIC CREEK AT I-95 NEAR JOPLIN, VA","Stream",NA,"02070011",22.6,"sq mi",NA,NA,38.5203999,-77.3708159,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"153",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"550","CANNON CREEK NEAR GARRISONVILLE, VA","USGS-VA","USGS-01660380",38.4898464,-77.4863728,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660380","CANNON CREEK NEAR GARRISONVILLE, VA","Stream",NA,"02070011",10.2,"sq mi",NA,NA,38.4898464,-77.4863728,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"551","AQUIA CREEK AT RT 643 NR GARRISONVILLE ESTATES, VA","USGS-VA","USGS-01660385",38.4823465,-77.4788727,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660385","AQUIA CREEK AT RT 643 NR GARRISONVILLE ESTATES, VA","Stream",NA,"02070011",26.3,"sq mi",NA,NA,38.4823465,-77.4788727,24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"552","LUNGA RESERVOIR AT SPILLWAY NEAR GARRISONVILLE, VA","USGS-VA","USGS-01660490",38.5228056,-77.4636111,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660490","LUNGA RESERVOIR AT SPILLWAY NEAR GARRISONVILLE, VA","Stream",NA,"02070011",10.8,"sq mi",NA,NA,38.5228056,-77.4636111,24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,NA,NA,NA,NA,NA,"US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"553","BEAVERDAM RUN NEAR GARRISONVILLE, VA","USGS-VA","USGS-01660500",38.5069444,-77.4272222,"02070011","USGS-VA","USGS Virginia Water Science Center","USGS-01660500","BEAVERDAM RUN NEAR GARRISONVILLE, VA","Stream",NA,"02070011",13.2,"sq mi",NA,NA,38.5069444,-77.4272222,24000,"1","seconds","Interpolated from map","NAD83","150.43","feet",".01","feet","Level or other surveying method","NGVD29","US",51,"179",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
